id,date,country,rating,rating_count,plot
1750,2013,Egypt,2.35,7,"In the context of excitement and suspense, the film revolves around a police officer (Edward) who searches for those involved in a murder that is surrounded by mystery, in which he accuses the businessman (Sami Al-Adl) .. The events follow; Where it is discovered that the officer (Ashraf Moslehi) is involved in the case, and that there are strings linking him to (Ola Ghanem), the wife of a businessman, and that she is also pointing the finger of blame to her."
1751,1991,Egypt,2.35,7,"Siham finds herself in the street after the fall of her house, and she does not find anyone to help her, and she is exposed to an attempt to rape, but Dr. Hussein saves her, brings her to his house, then admires her and proposes to marry her, his young brother Yusef returns from travel, and everyone lives happily. However, the doctor suffers paraplegia, which causes him to shoot arrows and force Yusef to marry her in order to guarantee her the continuation of a decent life in case of his death."
1752,1983,Egypt,2.35,7,"The vegetable seller blessed the firstborn of his daughter's marriage to Ahmed, despite the educational difference between them. At the same time, teacher Jaber wants to marry her, so he snatches their sweetness and hides it in his secluded store. Bakri accuses the teacher Jaber and arrests him with his assistants, Waza and Hammouda, who appears to be one of the detectives. Events."
1753,1975,Egypt,2.55,12,"Love links the famous singer Hoda and Sami Karam, editor-in-chief of one of the magazines, and a well-known political writer. Everyone stands against their relationship as he is married and heads a family and the elections are approaching for the Journalists Syndicate and his rival Subhi exploits this relationship to defame him."
1754,1987,Egypt,2.15,5,"Postpone d. Hanan, a psychiatrist, her wedding to Dr."
1755,1976,Egypt,2.15,5,"Rustum Bey Al-Nashuqati, the owner of a large contracting company, who only has his daughter, Sophie, decides to dispense with all his employees because he will use the electronic mind in carrying out all his work, and at the same time he celebrates his daughter Sufi sermon to the businessman Mishmash, who does not care about her as much as he cares about money and trade. Wael learns from his father about what Rustam Bey did, who fired him from his job, so he decides to avenge his father."
1756,1974,Egypt,2.15,5,"A shepherd falls in love with a wealthy young medical graduate. His mother rejects this relationship, so she arranges a plan to keep her away from him, and the plan succeeds, and the sponsor is forced to marry a wealthy old man who loved her, but he dies shortly after marriage, leaving her with wealth that he steals from her by deceiving a relative."
1757,2018,Egypt,2.45,9,"The events of the film revolve around the theft of a manuscript from Egypt by a multinational gang, under the leadership of their boss, who had a daughter from a former wife, but he did not know this, which led to the involvement of this daughter in one of his crimes."
1758,2016,Lebanon,2.45,9,"Samar is a beautiful girl who is forced by harsh living conditions to live with her sisters, and someone tries to exploit them in illegal work, so Samar decides after this to volunteer for work in the civil defense, and there she falls in love with one of her colleagues who helped him to keep his land from an exploiting man trying to obtain On it by any means."
1759,1985,Egypt,2.45,9,"The people of the neighborhood all trust the uncle of Qandil, the owner of the famous barber shop in the neighborhood who helps them solve their various problems, but at the same time he fails to treat a serious uncle and causes his death, which leads to his imprisonment for five years, so that his greedy son Salah takes advantage of the opportunity. Transforming a barber shop into a clothes shop."
1760,1989,Egypt,2.65,19,"Journalist Esmat sympathizes with Omar the terrorist, a fugitive from justice after proving his innocence to her, and she relates to him after he represents her love. Esmat is preparing to travel to Abu Dhabi where an international conference will be held there."
1761,1989,Egypt,2.4,8,"Abbas covets the wealth of his wife Hamida, and Alish and his brothers stand before the greed of their mother's husband Abbas, and Abbas plans to keep Alyish out of the picture in order to seize the wealth for himself, so he informs the recruitment department to summon him to perform military service."
1762,1979,Egypt,2.4,8,"Teacher Radwan, Sami's father, dies as a victim of a murder after a frantic chase, prompting Sami on a journey to search for the truth behind his father's killing. Matters get complicated after the death of Abdul Samad, a murder victim."
1763,1977,Egypt,2.4,8,"Jamalat and her sister Maysa work in dancing in a nightclub after the death of their father, the theater artist. Maysa gets to know the actor Essam, who admires her and exchanges feelings. She forms a theater group with Essam and his friend Fattouh and some friends despite Jamalat's objection, and Essam's father's disapproval, so events escalate."
1764,1976,Egypt,2.4,8,"The two friends Imad and Kamal work in a company and compete for the love of Mona. Kamal travels on a mission to Germany as a result of Emad's planning to facilitate Kamal's travel instead of him in this mission. Imad takes the opportunity and marries Mona and they live happily. Imad becomes deputy general manager and becomes distracted by his work on Mona, who She feels bored, so that Kamal comes back and complains to him of Mona, and Imad's heart becomes suspicious after Kamal returns from traveling."
1765,1971,Egypt,2.4,8,"Adam, a miner, follows the news about the disappearance of nuclear missiles, and these missiles lead to an unprecedented rise in temperatures, and to the sterility of all men of the world except him due to confrontation in the mine at the time of the explosion, and since then Adam turns into a national wealth, and the countries of the world try to She takes possession of him in her favor as he is the only man capable of childbearing."
1766,1970,Egypt,2.4,8,"An accident occurs to three people across the desert road, and they are transferred to the hospital in critical and dangerous situations, and they are a police officer, a dancer, and a ball player."
1767,1982,Egypt,2.25,6,"Fahmy agrees with his colleagues Nasr and Kamal to steal the company's treasury because the first one needs to treat his son. Fahmy seizes the stolen money bag before arresting him with Nasr and hides it, as for Kamal, the charge is not proven against him, and the two thieves manage to escape when they are deported. He calls Kamal to put pressure on Fahmy to give them their share."
1768,1982,Egypt,2.25,6,"Naima escapes from the house in which she lives with her stepfather, and meets a makogi who intervenes for her with Scheherazade, the owner of the architecture, to work for her in her sleep. All of Scheherazade's fortune for Nights, Jalal marries her in anticipation of her new fortune."
1769,1977,Egypt,2.25,6,"Naima suffers from her husband's jealousy over her to the point that he locks her at home and disables the phone, so she can call the Hanafi worker to fix the device at the same time that the husband arrives and thinks she is betraying him and divorces her."
1770,1972,Egypt,2.25,6,"Nadia is a careless girl who directs herself through the relationship of her friends Kamal, Joker and Jenna, and in the midst of life she meets with Ahmed the journalist whom she loves at first sight, and Gina comes to Nadia asking her to hide her husband with her without giving reasons, Nadia knows from the Joker that Gina's husband is on the run From justice, Ahmed looks up on that and promises her that he will come to find a solution to that, but he is late. Gina's husband tries to assault Nadia, so she stabs him with a knife, and he is arrested, and attempts are made to prove her innocence."
1771,1959,Egypt,2.25,6,"An investigation officer feels sad after the death of his beloved Samara, and is tasked with investigating the case of a drug gang, and in the midst of all this, the spirit of his late girlfriend appears again, and many facts are revealed to him."
1772,1968,Egypt,2.55,13,"Tawfiq goes through financial hardship, one of his relatives dies, and he becomes her only heir, so he sells her furniture to pay off his debts. She left a precious jewel for him, and he was surprised that it was hidden in one of the pieces of the sold furniture."
1773,1954,Egypt,2.55,13,"The events of the film take place in the house of (Ibrahim Effendi), a simple employee who lives in a popular neighborhood with his wife and son. His relatives, and he sends him a telegram inviting him to stay with him, and he rents one of the villas in order to receive the millionaire, arrives (guarded) and stays with them, but he discovers, with the passage of time, the extent of the great dilemma in which the family lies."
1774,2020,Egypt,2.1,5,"The events revolve around an introverted and shy young man, and she has many problems at the point of dealing with people, society and everyone around him, but there is an accident that changes his life upside down, so how will he deal with it, and what is the change that will happen to him?"
1775,1952,Egypt,2.1,5,"A thief gambler who is chased by the police, so he turns to Soraya, his old friend, and sells her to her newborn son because of her husband's delusion that he is her son, and thus she can inherit him, and Fatima, the mother of the infant, raises her second daughter, and the years pass and the mother and daughter live by returning to the acting that she was proficient in when she was young. The son meets his sister and they both love, and they are ignorant of the bonds of their close relationship."
1776,2008,Egypt,2.8,128,"A poor young man loves boxing from a young age and is trying to reach a distinguished stage with the help of his coach, while he is related to a girl from a very wealthy family, which causes many problems for him through her family and the other person who wants to associate with her, which affects him psychologically and threatens his future In his favorite hobby."
1777,1990,Egypt,2.3,7,"By bribery, a major contracting company is able to obtain a permit to demolish an entire popular neighborhood and build luxurious residential towers in its place. The case of the people of the neighborhood, a member of the People's Assembly for the district (Majida) in which the neighborhood is located, is adopted by the corrupt officials to confront her efforts and by chance the President of the Republic sees her in During one of the People's Assembly sessions, he asks to meet her in Aswan, and it is decided to go to see the documents that prove corruption of officials who are trying to spoil and obstruct her case by stealing documents."
1778,1964,Egypt,2.3,7,Yassin (Hassan Youssef) is an adventurous young man who loves everything that is strange and new and is looking for fame in any way. (Samir) saves him at the last minute and becomes a famous lawyer.
1779,1996,Egypt,2.65,21,"Shafei is a young, ground employee who belongs to a popular environment who works in one of the government agencies. He is forty years old and has not married. He lives with his mother who is harsh on him. He lives in a closed circle of work for the house without change. The dancer hides planets in her house to change his outlook on life through a fleeting relationship, and then begins a lifetime adventure."
1780,2019,Egypt,2.8,133,"The events of the film revolve around the young Yahya, famous for Pharaoh, who runs the largest organized assassination network in Egypt, and is forced to go to Syria to free his son by an ISIS gang, and save him accompanied by a group of his friends, some of whom think that they have traveled there to search for A great treasure in the conflict zone."
1781,2007,Egypt,2.2,6,"The events of the film revolve around Major General Margouchi (Wahid Saif) who works for (Saad Allah and upon God) who are recruits in the army, making them watch over his two daughters Walaa (Jihan Qamari) and Engy (Enas Najjar) who are related to Nader and Hatem (Sameh Yusri), the singer who owns his father Nightclub."
1782,1979,Egypt,2.2,6,"Hoda, wife of Major Mahmoud and their son, were killed by the men of a smuggling gang in gold, in revenge for Mahmoud. Hassan introduces him to the gang to work with them."
1783,1968,Syria,2.2,6,"Two friendly friends who swindle the women, compete in catching the victims of the wealthy women, decide to cooperate after one of them threatens the other to reveal their players, and they go down to a luxury hotel, in order to throw the nets on a beautiful girl millionaire."
1784,1978,Egypt,2.45,10,"Doctor Ahmed is being arrested, and his colleague Emad is killed as a result of torture, forcing Rifaat, the intelligence chief, Ahmed to sign a medical certificate confirming Imad's natural death in exchange for his release, so Ahmed agrees, so he gets out of detention and plans to take revenge on Rifaat, and the events follow."
1785,1965,Egypt,2.45,10,"The events of the movie take place in a comedic sarcastic setting when a young man thinks that he will die within a few weeks, and decides to get rid of his life quickly, and agrees with a thief who came to steal his house to kill him inattention in exchange for an amount of money, then the doctor assures him of his safety, so he tries to escape From the thief who chases him everywhere to implement the agreement, and at the same time he falls in love with a beautiful girl and decides to join her, and the events and paradoxes follow."
1786,1964,Egypt,2.45,10,"(Set her father) is a girl who lives in one of the popular neighborhoods, and she marries Salah, and she is not satisfied with her life and one day she decides to leave to Istanbul, and there she meets a rich man who helps her to be a prominent woman in society, she returns with the rich Turkish to Egypt, in an attempt to request Divorce from Salah until she marries the rich, but the husband decides to discipline his wife."
1787,1985,Egypt,2.35,8,"Abu El-Maati disguises himself as a janitor in a building to escape from justice, where he meets a dancer and they work together in prostitution and drug trafficking, but events turn around when he decides to run for the elections."
1788,1985,Egypt,2.35,8,"Dr. Tolba lives a very stable life with his wife, his cousin, children and brother Alaa, the university student. He gets to know Nana, the reckless girl who grew up in a decadent family. He feels that Nana brought joy into his dry life, so he spends it lavishly on it and neglects his work and his family without having doubts about his wife, they travel to Alexandria Despite his brother's warnings."
1789,1969,Egypt,2.35,8,"The movie revolves around the wife (Fatima) who feels very jealous of her husband (Hassan) who works as a lawyer, and his work conditions force him to deal with many women, including the dancer (Souad), whose relationship with (Hassan) worsens matters between him and his wife."
1790,1967,Egypt,2.35,8,"Three girls, (Iman), (Amal) and (Hiam) are students at the university. They come from distant villages and cities who live in the house of female students and suffer from the bullying of supervisors, and the director of the house (Hiam) who comes from the countryside, who writes poetry and has a love relationship with someone Journalists, and (Amal) who dreams of marrying a wealthy young man who fulfills her financial aspirations of owning a villa, a car and (Iman) who is looking forward to graduation, work and its time is the time for love, and in the midst of these circumstances, they suffer from the bullying of supervisors, the director of the house and fall into many problems"
1791,1962,Egypt,2.4,9,"Lillian is a jewish dancer who has many admirers among them Farid, a wealthy young man who suffers from emptiness. She leaves him to go to Palestine, and gets to know her fellow dancer, Jawaher. Plotting an ambush to kill and rob Fred, and the events unfold."
1792,2016,Egypt,2.6,17,"(Safwat) assigns (Magdy) the industrious taxi driver the task of assassinating the thinker and novelist (Jalal Mahmoud), claiming that he is an immoral and atheist man. Safwat) due to his extreme cruelty towards her and his exploitation of her, so she tries to depart from his obedience."
1793,1994,Egypt,2.55,14,"The story of the famous dancer Hikmat Fahmy, who was spying on the British army for the benefit of the German forces during World War II, convinced that she was contributing to ridding Egypt of the British occupation."
1794,2016,Egypt,2.05,5,"(Nima) is a beautiful girl, who lives in a simple popular neighborhood with her family. Some young men in her area covet her, and who are very dangerous. Matters develop and her brother begins to reveal his fangs to protect her from what she and her family are subjected to from harassment. On the other hand, (Grace) is involved in An ocean full of suspicious relationships."
1795,1970,Egypt,2.05,5,"In one of the competitions, (Rushdi Ahmed) succeeds in winning the result of the competition, which is a trip to Greece, so he accompanies his bride to spend his honeymoon there, and during that one of the gangs tries to smuggle a set of jewelry inside the couple's bags on the basis that they are on a trip, and indeed the gang succeeds in smuggling jewelry in Greece The chases begin to retrieve the bag."
1796,1980,Egypt,2.5,12,"After the death of her father, Nadia goes to stay in the house of her cousin, Rushdi Al-Bagouri, to convince her son Adel to exploit her father's wealth to establish a factory for farmers who care about their problems, but she is subjected to many harassment from the second son, Ramzi, to decide to leave, and events escalate."
1797,1976,Egypt,2.5,12,"(Mahmoud Abdel Sattar) One of the serious teachers, he came from the countryside to live in Cairo, one evening he goes to a brothel with a friend who knows him on a set of human models that he has never seen, there is a surprise, in the midst of this crowd with his low moral standards, His gaze falls on (Madiha) the beautiful little girl who was his student, when he was fascinated by her, playing with the strings of love in his flanks."
1798,1987,Egypt,2.25,7,"(Mahmoud) leaves his hometown after presenting his shroud to stop the bloodbath between his family and another family. The dispute started when he met (Mahmoud) the chief of Al Hawara, who is controlling the town, and (Salim) wanted to buy the share of his brother's widow (Attiyat), who She refuses to sell, and (Mahmoud) sympathizes with her against (Salim), who is being subjected to an attempted murder by some of the people, so (Mahmoud) protects him with what he has from the families."
1799,1983,Egypt,2.25,7,"Jamil Hussein works in the jeweler Azouz's shop and gains his confidence. Jamil falls in love with Souad, but her brother Sarhan is opposed to marriage. Azouz assigns Jamil to carry a jewelry bag to the butcher Attia in order for his daughter to choose the net. A dispute arises between the butcher and the preacher, so the choice of the net is postponed. Jamil is forced to reside in One of the major hotels, based on the advice of his neighbor, Souad, who works in the same hotel, so that he can store the jewelry that he has in the hotel's safety deposit box."
1800,1961,Egypt,2.25,7,"The translator loves his cousin, but her father insists that the translator pay the appropriate dowry, and only finds the old house that he owns, offering it for sale, but the antiquities dealer only offers a low price, at the same time one of the antiquities stealing gangs searches for the coffin of a Pharaonic queen and discovers his presence in Torgoman House."
1801,1995,Egypt,2.15,6,"Abu Zaid is a young university student who loves his wealthy colleague and refuses her uncle and guardian of this marriage, and in view of her insistence, he recommends that she not inherit it unless her husband dies, and this is how the life of the spouses is filled with doubt and disagreement."
1802,2012,Egypt,1.8,4,"Within the framework of the action films, the events of the movie take place where a gang conducts operations that follow a young man and a girl, who are kidnapped, and the events follow with the occurrence of many ironies between the gang members and their victims."
1803,2016,Lebanon,2,5,"Max is a rich man who works and lives in the United States of America and has succeeded in achieving great successes in the stock market, but due to a small mistake, he becomes bankrupt after losing all his money in the stock exchange, and is forced to return to his homeland Lebanon with his spoiled dog, and he joins work as a security person, and on Max and his dog Help Nadia save her kidnapped father."
1804,2015,Egypt,2,5,"Mona hit the orphan child Karim with her car, so she killed him, and she was psychologically traumatized. Karim could not bear the distance from Nour, so he made a dangerous decision."
1805,1978,Egypt,2.45,11,"The film tells the story of the life of Abd al-Adab al-Arabi literature Taha Hussein, since his childhood in a village in Minya, where he was able to overcome all difficulties, despite being blind, to leave his mark on literature, the cultural scene and the educational system."
1806,1956,Egypt,2.45,11,"Munira is a widow, and decides to marry Ghazal, who is an artist in a club. Her brothers are against this marriage because of their greed for her wealth. But the second wife discovers her husband's trick, killing the child by poisoning him."
1807,1954,Egypt,2.45,11,"With the independence of one of the girls for a taxi, if there is a love story that arises between her and the taxi driver, their meetings multiply and she asks him to propose to her marriage, but he refuses the difference in the social level, so she resorts to the trick of disguising another character and works as a singer and claims to be her sister, they share in singing shows and achieve success. He is in love with the singer and does not know that she is the same rich girl, but some bad guys are trying to trap them."
1808,1974,Egypt,2.55,15,"(Madiha) an air hostess who believes in her freedom, fails to marry twice, so she prefers to live alone with the same freedom and freedom as a man. She meets Solomon at the dentist, and he wrongly understands her freedom. He misbehaves with her, but she teaches him an unforgettable lesson. Fate sends her good through an interview, and they meet at the idea of the freedom they love. Hassan thinks about marrying Madiha, but family, society and traditions stand in the way of this marriage."
1809,1965,Egypt,2.55,15,"Hammouda is a simple teacher who works in a compulsory school, and one day he raises some trouble with a parent, but the school principal does justice to the guardian, and separates Hammouda from the school, so Hammouda works in an economic company, and soon discovers that the company's manager is doing illegal work They offer to help him in these works. Hammouda soon learns the swindling and fraud, and he is able to do some work on his behalf, and he becomes rich."
1810,1992,Egypt,2.3,8,"Kamel works as an employee in a government agency, and he lives happily with his wife Amina and his two young daughters, and his neighbor and friend Mohsen invites the whole and his family to spend several days with his sister Souad in his luxurious apartment in Alexandria. Because he is busy with work, Mohsen plans to vacate the apartment for Amina, who is dazzled by Mohsen."
1811,1978,Egypt,2.3,8,"(Laila) is an orphan girl who lives in a room in (Zenouba) house. Three friends live in an apartment in the same house. (Essam) and (Adel) compete to win her love, while (Nour) admires her in silence. Friendship grows between her and them and (Noor) exchanges his same feelings ... (Nour) refuses to marry the daughter of his wealthy cousin and gets engaged to (Laila), then (Laila) becomes seriously ill that requires surgery."
1812,1971,Egypt,2.3,8,"A parcel arrives in the mail that contains notes in the form of a book unknown by its author, but the title is (Miss Manal's Diary), and Manal hardly browses through the memories notebook until she finds an honest picture of a group of relationships and enormous memories from her life from the first moments, and about her multiple relationships from an early age Her nails."
1813,1970,Egypt,2.3,8,"The prison car breaks down and contains three prisoners, so the guard is forced to take them to the nearest house and seek help, and there the prisoners enter into many funny situations that follow them."
1814,1992,Egypt,2.4,10,"Dalia is a girl from a wealthy family, her family's property was confiscated by the Free Officers 'government after July 1952, which creates a great grudge against the regime, and the Israeli intelligence services exploit this issue and decide to recruit her and agree to work for them. He is assigned a sensitive mission in Greece, and he tracks her there. Officer Mohy, who is trying to trap her"
1815,1985,Egypt,2.4,10,(Zahira) is a poor girl who lives with her wealthy relative (Aziz al-Naji). His wife (Olfat) wants to get rid of Zahira. From his servant and marriage to a wealthy man (Muhammad Al-Fasakhani).
1816,1945,Egypt,2.4,10,"The events of the film revolve around the shepherd of the sheep (Salama) with a charming voice who has a love affair with (Abd al-Rahman), but stands before her love (Ibn Suhail) greed for her, and she escapes from him in fear for herself and her love, and (Abdulrahman) begins his search journey about her ."
1817,2017,Egypt,2.35,9,"The events of the film take place in a framework of movement, excitement and suspense, through the narration of several separate stories, the young lawyer (Ahmed Mounir) links the events between them, who reopens some of the old cases that were sentenced, some of which were sentenced to death. Because he believes that those convicted in these cases are not the real perpetrators, and submits a report to the Attorney General, using some information stored on a memory card."
1818,2013,Lebanon,2.35,9,
1819,1989,Egypt,2.6,19,"A love story that ends between Hassan and Hala, the years pass and each of them goes a different path. Hala marries an unfair businessman at the age of her father, while Hasan marries a foreigner and has a child before he loses her on a diving trip, but exciting destinies and risks combine Hassan And Hala again, and the story of their love is reborn."
1820,2012,Egypt,2.75,58,"Saeed is striving to complete his marriage to Samah and submits an application for an apartment within one of the governorate's projects, but after obtaining approval, he is surprised by the events of the January 25 revolution, which prevents him from receiving it and begins his suffering in an attempt to save his sister Wafa from continuing with the ranks of the revolutionaries, but he is surprised by himself amid Those rows."
1821,2018,Egypt,1.95,5,"The story revolves around a group of young people trying to present useful works to society. But they collide with the dire reality, when some people try to abuse and trap them."
1822,1970,Egypt,2.2,7,"A gang takes from a nightclub and its den, looking for a map showing the treasure of Napoleon, Tanashi tries to search for the map, and the gang members quarrel, so that her boss ends up getting the map and puts it in his locker, and after Tanashi is killed, the police come to investigate the killing of Tanashi, who sells furniture His home to Reda Alfont."
1823,2017,Egypt,2.65,25,"Soraya (Mervat Amin) is a woman from an ancient aristocratic family who owns an entire property in Helwan, and inside this property the Helwan Police Department occupies part of the property, and Soraya decides to file a lawsuit in order to recover the place occupied by the police department from her property owned by her."
1824,2000,Egypt,2.6,20,"(The nemes) is a constant quarreling microbus driver, and he moves from one job to another, and one day he gets to know a businessman who is assigned the task of delivering money with his wife and his assistant, while he is plotting, and he becomes (the mongoose) in the middle of a great adventure."
1825,2007,Lebanon,1.7,4,"The film tells a story from the war of a sheikh named (Yusuf), who is the only resident of that building that was torn apart by war and turned into a ruin. (Youssef) lives in an impossible space between reason and madness, remembers, dreams, and contemplates that he collects pictures of people who were living in the building, in moments of happiness and glow, the remnants of images and their edges, everything that depicts happiness, and brings back beautiful memories, perhaps they will come."
1826,1988,Egypt,2.7,37,"The third-class fans are exposed to troubles and dangers, unlike the administration headed by Auf and the (Habayeb Al-Nadi) group, where they win the gains without getting tired. The management absorbs their revolution by choosing Sorour as their representative in the council."
1827,2013,Egypt,2.05,6,"The story takes place in Alexandria, where we meet six different personalities, each of whom have their own concerns. The first was unable to show his true feelings towards his father while he was on his deathbed, the second was always afraid to cross the road every day, the third was anxious on her wedding night about facing the idea of marriage, the fourth was a young girl who discovers her grandmother's secrets while playing with her toys, the fifth is no longer able to sleep early since the death"
1828,2000,Egypt,2.4,11,The scientist Zaki discovers the possibility of transforming salt water into energy and records his invention on a tape. He is assassinated and steals the tape. Sally and Jehan bribes hostesses in a tourism company.
1829,1985,Egypt,2.4,11,"(Hamdan) and (Zainhom), the Madbah merchants, compete to marry the teacher (Afkar) and Zainhom wins and gives her all his property."
1830,1958,Egypt,2.3,9,"A swindler gets out of prison after he has served his sentence and seizes some of the money that his prison colleague told him about its location, then his malicious ideas drive him to seek after a woman in society, and he can, through trick and swindling, deduct an amount of money from her by fraud and sorcery, and he becomes fond of this deception and begins to lure women into his apartment."
1831,1956,Egypt,2.3,9,"The mayor of Marshi is married to a dancer and has a daughter from his first wife. The mayor exploits the farmers to achieve his ambitions and his own financial goals, and the mayor knows that there is a person from the ministry who will search for him, arriving at the same time two strangers from the village, and the mayor believes that one of them is the inspector general of the ministry, so he gets close to him."
1832,1950,Egypt,2.3,9,"Two states of imagination, wars abound between them, so the two angels agree on intermarriage to avoid wars, and on the way, the king's son escapes from his companions, but he meets his prospective bride, `` Sit al-Hassan, '' without knowing and loving her while he tries to escape from this marriage."
1833,1985,Egypt,2.15,7,"After Doctor Fuad performs an operation for Shams and saves her life, she clings to him and asks him to marry, to hide from her that he is associated with Narcissus, fearing the deterioration of her health, to marry her and Narcissus at the same time, and convince Shams that Narges is his sister, so that the events escalate."
1834,1985,Egypt,2.15,7,"After (Naguib) marries (Nawara), he deports her to Port Said, to make Nawara narrow that Najib is the head of the house, and she agrees with her friend (Safia) to lure her husband Najib, so that Nawara can threaten him and control the house, so that she succeeds, and works in trade until she becomes a lady Famous acts, to escalate events."
1835,2015,Egypt,2.45,13,"During its events, the film is exposed to the ascension journey that Karam El-King (Mahmoud Abdel-Mughni) undertakes, starting from one of the poor, popular areas, and turns from a mere owner of a store that sells electrical appliances to a drug dealer, but during this journey he becomes chased by the police forces because of a crime he did not commit, which is What forces him to get out of the lane, to begin since then another journey whose goal becomes an attempt to clear his name."
1836,2015,Egypt,2.45,13,"The events of the film focus on an Egyptian girl who travels to Lebanon, and faces many difficulties during her trip until a Lebanese young man is interested in offering her a helping hand, and with time the relationship between them develops into a love relationship."
1837,1996,Egypt,2.55,18,"Sultan helps Hanim to work as a maid in Dr. Fayez's villa and he frequents her a lot, and after Dr. Fayez discovers the relationship between them, Sultan kills the doctor and steals his money. Sultan invests this money in a company and marries a wealthy woman. Bury her body."
1838,1973,Egypt,2.55,18,"Abu Rabee 'agrees to be a custodian of the land that Hajj Ragheb wrote to his niece Yasmine, but Othman Bey and his son want to seize this land by all means, such as arranging a wedge between Abu Rabei and Jasmine, and Murad's attempt to make Jasmine fall in love with him, so will their scheme succeed?"
1839,2008,Egypt,2.8,224,"A girl who steals mobiles with her partner and is searched at a police station on the road, sacrifices him, and gets involved in a murder, so she escapes to live in Alexandria, and is forced to work as a nanny for a police brigade, while the girl meets another person who changes her whole life, and she begins The path of commitment and repentance."
1840,1987,Egypt,2.2,8,"The young thief (Fattouh) gets to know the teacher (Bayoumi) while he is in prison, and after he leaves, he returns to the swindle and fraud again, so the police chase him, so he turns to the teacher Bayoumi to hide for him in the Qardatiyah neighborhood, and he asks him to teach him the profession of monkeys, so he agrees and gives him the monkey (Sesame) that Fattouh trains. On the theft, and in the meantime, (Sunni) the daughter of the teacher (Bayoumi) is linked to Fatouh, who deceives her, after he promises her to marry, and after he collects a sum of money, he disappears from the neighborhood, and becomes one of the rich businessmen and is looking for him (Sunni) to take revenge on him."
1841,1984,Egypt,2.2,8,"Mamdouh is married to Wafaa, and Morsi is married to Zizi, and they work together for an advertising company. And they are famous for their many women's relationships."
1842,1989,Egypt,2.1,7,"(Kamal) one of the heroes of the October War falls in captivity for 4 years, and (Manal) his wife gets a divorce, considering him missing, and during her wedding to (Muhammad) a wealthy businessman, (Kamal )'s brother tells her that he has returned from captivity and she refuses to consummate the marriage. Events"
1843,1985,Egypt,2.1,7,"The engineer Mahmoud and doctor Madiha Ibn Waheed is Omar, who gets to know Fifi, the manicure girl who teaches him to take narcotic pills. When he became addicted to her, she taught him heroin addiction. When he was unable to save money, he stole his mother's jewelry, so she expelled him from the house and lives with Fifi and joins the gang to work on distributing heroin tickets."
1844,1951,Egypt,2.1,7,"The singer Raiq divorces his wife, the dancer, for the third time, and after a while he reviews himself and wants to restore his longing to his infallibility, but there must be an analyst in order to return to his life with longing, longing asks Fayek to be the analyst. Raiq marries her."
1845,1984,Egypt,2.4,12,"University student Salwa in Paris gets to know Dr. Sherif, bonds love between them, and reveals to her because of his stay in Paris. He caused the death of a patient after he decided to undergo an operation despite the objections of his colleagues. The press attacks him and leaves Egypt."
1846,1973,Egypt,2.65,30,"Abdul-Moati works as a superintendent for a high school, and he suffers from the presence of five riot students in one class, including his son Mansour, who always cause many problems inside and outside the school, and a young teacher named Effat Abdel Karim arrives at the school, and the responsibility for this troubled class becomes after her assignment by the educational administration."
1847,2020,Egypt,2.35,11,"In the context of thrilling horror, the movie talks about the world of vampires, where the child Malik falls into a coma after suffering an accident in his father's car, which was accidentally caused by his brother, and Nader and Lamia, Malik's mother, tries to bring the child back to life."
1848,2002,Egypt,2.75,74,"Two friends from Upper Egypt decide to hold their wedding with their wives in one night, and on their way to the wedding, they hear gunfire and a police car chases them, and it turns out that they are actors, and the chases mix to find themselves in a confrontation with an international gang."
1849,2008,Egypt,2.8,256,"A satirical comedy film influenced by the famous (James Bond) movie series, its story revolves around a beautiful brunette girl (Dolly Shaheen), whose charisma draws the attention of a detective officer (Hani Ramzy) while investigating the case of (Raafat) her husband's murder, although he is inexperienced in such Kind of cases, except that he can solve the riddle of the case."
1850,2015,Egypt,2.65,31,"The cat (Amr Waked) hears the news of the kidnapping of a group of children in the area in which he lives, in order to obtain their vital organs and sell them on the black market, and as a result (the cat) kills one of the men of the teacher Fathi (Salah al-Hanafi), and the girl who remained Alive, after which he embarks on a long and frantic journey with a gypsy (Amr Farouk);"
1851,2018,Egypt,2.65,32,"The film traces the history of the boss in Egyptian cinema, in parallel with the story of Fajr, the famous seduction star, and the heroine of the first feature film by a young director, who rejects the Alboussa scene in the film, which causes the director's insanity and provokes the producer, so that everyone tries to reach common ground to complete the film and get out of the impasse."
1852,1959,Egypt,2.45,15,"The events of the movie revolve around a space flight whose goal is to reach the moon, where two people can go up to the rocket and launch it, and take it there, and after their arrival they meet on their journey an elderly man with whom his daughter lives, and little by little both the daughter and the world that was on the rocket are attracted to each other , And later try to return to Earth by helping the robot."
1853,1974,Egypt,2.35,12,"The film tells the story of a married doctor who is forced to fulfill the desires of his patient in order to ensure her health amid comedic scenes because his wife represents his sister in front of his patient, and she becomes jealous and becomes in front of her husband that she loves Blue, so her husband is almost crazy."
1854,1993,Egypt,2.55,21,"Colonel (Hazem), the warden of the women's prison, lives alone with his daughter after the death of his wife. He gets acquainted with (Rawya) the wealthy, beautiful woman who lives in a neighboring villa, and their relationship is strengthened and she takes care of his daughter. She tells him that she is unhappy in her marital life with her husband (Darwish). She and her husband are arrested. She is imprisoned for drug possession, and Colonel (Hazem) treats her very roughly."
